Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID_1,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID,Name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,layer,path
"banana, dole, plastic, wrapper",34.00395022/-117.35497907,-117.35498,34.00395,Site 7A,litterati-92684,01/10/2018 02:23:22 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/0368917d-b990-36f5-b587-7780e1f4d9e8-92684/180x180.jpg,1982056,plastic,plastic,food wrapper,foodwrappers,dole,dole,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"plastic, starbucks, cup",34.00399538/-117.35493919,-117.35494,34.00400,Site 7A,litterati-92684,01/10/2018 02:27:52 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/95236e6a-2c33-3f67-8349-7275e6005810-92684/180x180.jpg,1982067,plastic,plastic,cup,cups,starbucks,Starbucks,1376,Starbucks,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"plastic, starbucks, cup",34.00399538/-117.35493919,-117.35494,34.00400,Site 7A,litterati-92684,01/10/2018 02:27:52 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/95236e6a-2c33-3f67-8349-7275e6005810-92684/180x180.jpg,1982067,plastic,plastic,lid,lids,starbucks,Starbucks,1376,Starbucks,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"plastic, starbucks, cup",34.00399538/-117.35493919,-117.35494,34.00400,Site 7A,litterati-92684,01/10/2018 02:27:52 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/95236e6a-2c33-3f67-8349-7275e6005810-92684/180x180.jpg,1982067,plastic,plastic,straw,straws,starbucks,Starbucks,1376,Starbucks,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
cigarette,34.00397943/-117.35490686,-117.35491,34.00398,Site 7A,litterati-92684,01/10/2018 02:28:44 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/2663b8e9-5376-39c2-b232-7e1464a91140-92684/180x180.jpg,1982070,plastic,plastic,cigarette,cigarettes/cigartips,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"plastic, hard",34.00402524/-117.35489114,-117.35489,34.00403,Site 7A,litterati-92684,01/10/2018 02:29:12 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/60f3c911-6c68-3eca-b20d-2078bfc3802d-92684/180x180.jpg,1982071,plastic,hard plastics,hard,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
waterbottle,34.0040336/-117.35489822,-117.35490,34.00403,Site 7A,litterati-92684,01/10/2018 02:29:57 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/3d08978c-7502-32b3-a896-714dc98ea290-92684/180x180.jpg,1982073,plastic,plastic,Beverage Bottle,beveragebottles,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
waterbottle,34.0040336/-117.35489822,-117.35490,34.00403,Site 7A,litterati-92684,01/10/2018 02:29:57 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/3d08978c-7502-32b3-a896-714dc98ea290-92684/180x180.jpg,1982073,plastic,plastic,bottle cap,bottlecaps,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
styrofoam,34.00403785/-117.35488661,-117.35489,34.00404,Site 7A,litterati-92684,01/10/2018 02:30:34 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/ee21f8ee-3e16-3760-ad2c-e2150ef806fc-92684/180x180.jpg,1982075,plastic,plastic,foam,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"receipt, paper, bankofamerica",34.00404928/-117.35488794,-117.35489,34.00405,Site 7A,litterati-92684,01/10/2018 02:31:25 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/66bde1d1-47b2-396c-8a65-5898b5d54a7e-92684/180x180.jpg,1982078,paper,paper,receipt,reciepts,bankofamerica,bankofamerica,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"paper, napkin",34.00404316/-117.35487132,-117.35487,34.00404,Site 7A,litterati-92684,01/10/2018 02:32:21 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/79631f23-1d41-374f-8100-58dd304c1eed-92684/180x180.jpg,1982080,paper,paper,napkin,napkins,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"styrofoam, maruchan",34.00416586/-117.35470075,-117.35470,34.00417,Site 7A,litterati-92684,01/10/2018 02:34:01 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/de365743-a759-30e7-a8c5-968b6bef1c6e-92684/180x180.jpg,1982095,plastic,plastic,foam packaging,other,maruchan,Maruchan,1480,Toyo Suisan,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"cheetos, chip bag, plastic",34.00417263/-117.35469142,-117.35469,34.00417,Site 7A,litterati-92684,01/10/2018 02:36:24 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/f608214d-17f8-3c35-9dd1-2bd2f9c73c20-92684/180x180.jpg,1982104,plastic,plastic,food wrapper,foodwrappers,cheetos,Cheetos,1084,PepsiCo,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"cigarette, time",34.00413685/-117.35466703,-117.35467,34.00414,Site 7A,litterati-92684,01/10/2018 02:36:58 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/ceade0b6-7f75-3621-b318-5c5d814a57e5-92684/180x180.jpg,1982106,plastic,plastic,cigarette,cigarettes/cigartips,time,time,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
cigarette,34.00413227/-117.35466305,-117.35466,34.00413,Site 7A,litterati-92684,01/10/2018 02:37:16 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/3b476a51-c3f1-3052-8816-c4ff55969a4c-92684/180x180.jpg,1982110,plastic,plastic,cigarette,cigarettes/cigartips,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"plastic, spoon, food",34.00417754/-117.35468001,-117.35468,34.00418,Site 7A,litterati-92684,01/10/2018 02:38:00 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/fbcb061a-8063-39a7-a609-b721878176e6-92684/180x180.jpg,1982111,plastic,plastic,spoon,utensil,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"paper, cup",34.004069/-117.35439054,-117.35439,34.00407,Site 7A,litterati-92684,01/10/2018 02:41:20 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/76ee463e-c0ba-32ed-b1b6-5c44c1d4c74a-92684/180x180.jpg,1982113,paper,paper,cup,cups,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
glass,34.00406131/-117.35436724,-117.35437,34.00406,Site 7A,litterati-92684,01/10/2018 02:41:49 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/be2dc78b-6e07-3308-9e85-e9d5d41580d0-92684/180x180.jpg,1982115,glass,glass,shard,fragments,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
string,34.00408183/-117.35433939,-117.35434,34.00408,Site 7A,litterati-92684,01/10/2018 02:42:24 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/e500defd-48bc-3b4a-b9d6-3cc8e5972925-92684/180x180.jpg,1982116,cloth,cloth,string,string,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
food,34.00407836/-117.35438065,-117.35438,34.00408,Site 7A,litterati-92684,01/10/2018 02:42:59 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/6b9afcda-ed8a-3696-9ffb-de9457b0942b-92684/180x180.jpg,1982117,food,food,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
plastic,34.00403/-117.35425898,-117.35426,34.00403,Site 7A,litterati-92684,01/10/2018 02:43:37 GMT,10/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/10/01/50113acd-0a4e-36e0-867d-a2a224684827-92684/180x180.jpg,1982118,plastic,plastic,,other,,,,other,2580.62400,138.30000,9.50000,Residential,2,Yes,423.00000,78166,57475,85-90,2nd and 4th Friday AM,1.00081e+07,6065042300,Win,,,,,,1,0,-1,,,Win Win.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Win.kmz
"paper, gumwrapper",34.12692395/-117.80650351,-117.80650,34.12692,Site 4,loktrevor,01/11/2018 10:55:52 GMT,11/1/2018,https://litterati-thumbnails-prod.s3-us-west-2.amazonaws.com/2018/11/01/d05ac483-45de-3fd6-80bf-e59b2d3d0fa5-100911/180x180.jpg,2116259,Paper,paper,Gum Wrapper,foodwrappersorcontainers,,,,other,6884.76800,415.30000,10.60000,Residential,2,Yes,4004.03000,119181,106875,40-45,"weird Wednesday 1st and 3rd and 5th if available Zone 1A, https://sandimasca.gov/street-sweeping-calendar/2021-10/",1.29099e+07,6037400403,trevor,,,,,,1,0,-1,,,trevor trevor.kmz,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/trevor.kmz
"plastic, smarties, foodwrapper",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:11:17 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634993190.jpg,4535641,plastic,plastic,foodwrapper,foodwrappers,smarties,Smarties,1049,Nestlé,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"paper, tag",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:11:43 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634997939.jpg,4535651,paper,paper,tag,paper,,,,other,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"paper, starburst, foodwrapper",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:12:07 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572635002073.jpg,4535659,paper,paper,foodwrapper,foodwrappers,starburst,Starburst,834,Mars Incorporated,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper, fleming's",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:12:28 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634999704.jpg,4535654,plastic,plastic,foodwrapper,foodwrappers,fleming's,fleming's,,other,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"fragment, plastic",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:13:27 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634994097.jpg,4535644,plastic,plastic,fragment,fragments,,,,other,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper, starburst",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:14:19 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634993673.jpg,4535643,plastic,plastic,foodwrapper,foodwrappers,starburst,Starburst,834,Mars Incorporated,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper, snickers",34.0546824472309/-117.298118924349,-117.29812,34.05468,Site 3,jacquelines,01/11/2019 06:15:05 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634997590.jpg,4535650,plastic,plastic,foodwrapper,foodwrappers,snickers,Snickers,763,Mars Incorporated,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"cigarette, paper, pallmall",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:15:38 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634993370.jpg,4535642,paper,paper,cigarette,cigarettes/cigartips,pallmall,Pall Mall,1315,RJ Reynolds,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:15:52 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634995357.jpg,4535645,plastic,plastic,foodwrapper,foodwrappers,,,,other,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"snickers, plastic, foodwrapper",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:16:04 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634995762.jpg,4535647,plastic,plastic,foodwrapper,foodwrappers,snickers,Snickers,763,Mars Incorporated,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"foodwrapper, plastic, 3musketeers",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:16:16 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634999701.jpg,4535653,plastic,plastic,foodwrapper,foodwrappers,3musketeers,3 Musketeers,771,Mars Incorporated,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, plenti, rewardscard",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:16:50 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634995395.jpg,4535646,plastic,plastic,rewardscard,other,plenti,plenti,,other,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper, whoppers",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:17:07 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634996261.jpg,4535648,plastic,plastic,foodwrapper,foodwrappers,whoppers,Whoppers,480,Hershey Company,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"cigarette, paper, camel",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:17:44 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634998349.jpg,4535652,paper,paper,cigarette,cigarettes/cigartips,camel,Camel,1311,RJ Reynolds,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper, twix",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:18:00 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572634997467.jpg,4535649,plastic,plastic,foodwrapper,foodwrappers,twix,Twix,775,Mars Incorporated,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
"plastic, foodwrapper, tootsieroll",34.0545327514904/-117.297211273908,-117.29721,34.05453,Site 3,jacquelines,01/11/2019 06:18:13 GMT,11/1/2019,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2019/11/01/150567-1572635001727.jpg,4535657,plastic,plastic,foodwrapper,foodwrappers,tootsieroll,Tootsie Roll,1477,Tootsie Roll Industries,5839.00000,349.50000,11.60000,Residential,2,Yes,71.10000,93684,83211,80-85,2nd and 4th Tuesday AM,2.48085e+06,6071007110,Jackie_s,,,,,,-1,0,-1,,,Jackie RCleanCommunity,G:/My Drive/GrayLab/Projects/Plastics/ActiveProjects/TrackingTrashReceipts/Code/Github/StudyAreas/Jackie.kml
