Tags,Location (Lat / Long),Lon,Lat,Name,Username,Date,Day,Image URL,id,Material,Material_TT,Item,Item_TT,Brand,Brand_TT,ID,Manufacturer,Site Area_m2,Site_Length_m,Road_Width_m,Landuse_Type,Number_Road_Lanes,Both_Sides,Tract,Mean Income_households_2019_5year_census,Median Income_households,Cal_Enviro_Screen,Street Sweeping Schedule,Area_m2,TractID
,34.0036205/-117.3553812,-117.3553812,34.0036205,Site 7B,wincowger,23/03/2020 09:43:04 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003437198.jpg,5450417,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036973/-117.3553347,-117.3553347,34.0036973,Site 7B,wincowger,23/03/2020 09:43:12 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003444055.jpg,5450418,paper,paper,cup,cups,mcdonalds,McDonalds,922,McDonalds,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036973/-117.3553347,-117.3553347,34.0036973,Site 7B,wincowger,23/03/2020 09:43:20 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003450624.jpg,5450419,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036005/-117.3552932,-117.3552932,34.0036005,Site 7B,wincowger,23/03/2020 09:43:30 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003456652.jpg,5450420,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036005/-117.3552932,-117.3552932,34.0036005,Site 7B,wincowger,23/03/2020 09:43:41 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003464427.jpg,5450421,cloth,cloth,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037627/-117.3554618,-117.3554618,34.0037627,Site 7B,wincowger,23/03/2020 09:43:51 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003469608.jpg,5450422,paper,paper,takeout box,singlueusefoodcontainer,mcdonalds,McDonalds,922,McDonalds,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037627/-117.3554618,-117.3554618,34.0037627,Site 7B,wincowger,23/03/2020 09:44:03 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003475748.jpg,5450423,plastic,plastic,cigarette filter,cigarettefilters,marlboro,Marlboro,1150,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036913/-117.3554301,-117.3554301,34.0036913,Site 7B,wincowger,23/03/2020 09:44:12 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003481285.jpg,5450424,plastic,plastic,cigarette filter,cigarettefilters,marlboro,Marlboro,1150,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003688/-117.3553464,-117.3553464,34.003688,Site 7B,wincowger,23/03/2020 09:44:21 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003486947.jpg,5450425,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037084/-117.3553751,-117.3553751,34.0037084,Site 7B,wincowger,23/03/2020 09:44:33 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003491824.jpg,5450426,plastic,plastic,wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037084/-117.3553751,-117.3553751,34.0037084,Site 7B,wincowger,23/03/2020 09:44:39 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003505015.jpg,5450427,plastic,plastic,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037084/-117.3553751,-117.3553751,34.0037084,Site 7B,wincowger,23/03/2020 09:44:39 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003505015.jpg,5450427,plastic,plastic,straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0036853/-117.3553812,-117.3553812,34.0036853,Site 7B,wincowger,23/03/2020 09:44:49 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003513395.jpg,5450428,plastic,plastic,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037176/-117.3554899,-117.3554899,34.0037176,Site 7B,wincowger,23/03/2020 09:45:31 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003522331.jpg,5450429,paper,paper,bag,bags,fresh dialy,fresh dialy,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037412/-117.3554608,-117.3554608,34.0037412,Site 7B,wincowger,23/03/2020 09:45:51 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003532007.jpg,5450430,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,backwoods,backwoods,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037433/-117.355411,-117.355411,34.0037433,Site 7B,wincowger,23/03/2020 09:46:01 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003541488.jpg,5450433,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037433/-117.355411,-117.355411,34.0037433,Site 7B,wincowger,23/03/2020 09:46:10 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003549148.jpg,5450434,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038158/-117.355363,-117.355363,34.0038158,Site 7B,wincowger,23/03/2020 09:46:15 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003559445.jpg,5450435,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037362/-117.3551926,-117.3551926,34.0037362,Site 7B,wincowger,23/03/2020 09:46:27 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003565730.jpg,5450436,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003779/-117.3553888,-117.3553888,34.003779,Site 7B,wincowger,23/03/2020 09:46:37 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003571676.jpg,5450437,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037981/-117.3553315,-117.3553315,34.0037981,Site 7B,wincowger,23/03/2020 09:46:56 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003578178.jpg,5450438,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038046/-117.3554003,-117.3554003,34.0038046,Site 7B,wincowger,23/03/2020 09:47:03 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003584774.jpg,5450439,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037995/-117.3552791,-117.3552791,34.0037995,Site 7B,wincowger,23/03/2020 09:47:24 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003591738.jpg,5450440,metal,metal,wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037995/-117.3552791,-117.3552791,34.0037995,Site 7B,wincowger,23/03/2020 09:47:36 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003596934.jpg,5450441,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038018/-117.355258,-117.355258,34.0038018,Site 7B,wincowger,23/03/2020 09:47:51 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003603269.jpg,5450442,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038018/-117.355258,-117.355258,34.0038018,Site 7B,wincowger,23/03/2020 09:48:09 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003608505.jpg,5450443,paper,paper,straw wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038105/-117.3553646,-117.3553646,34.0038105,Site 7B,wincowger,23/03/2020 09:48:17 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003615520.jpg,5450444,plastic,plastic,food container,foodwrappersorcontainers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003852/-117.3552279,-117.3552279,34.003852,Site 7B,wincowger,23/03/2020 09:48:25 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003623575.jpg,5450445,plastic,plastic,cigarette filter,cigarettefilters,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038658/-117.3551978,-117.3551978,34.0038658,Site 7B,wincowger,23/03/2020 09:48:34 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003628356.jpg,5450446,plastic,plastic,cigarette filter,cigarettefilters,marlboro,Marlboro,1150,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038087/-117.355391,-117.355391,34.0038087,Site 7B,wincowger,23/03/2020 09:48:45 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003635870.jpg,5450447,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003806/-117.3552465,-117.3552465,34.003806,Site 7B,wincowger,23/03/2020 09:49:06 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003645782.jpg,5450448,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038137/-117.3552891,-117.3552891,34.0038137,Site 7B,wincowger,23/03/2020 09:49:34 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003659077.jpg,5450450,plastic,plastic,bottle,bottles&jars,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038137/-117.3552891,-117.3552891,34.0038137,Site 7B,wincowger,23/03/2020 09:49:34 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003659077.jpg,5450450,metal,metal,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038076/-117.3552641,-117.3552641,34.0038076,Site 7B,wincowger,23/03/2020 09:49:44 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003666643.jpg,5450451,plastic,plastic,bottle,bottles&jars,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038269/-117.3551325,-117.3551325,34.0038269,Site 7B,wincowger,23/03/2020 09:50:02 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003682338.jpg,5450453,plastic,plastic,tape,tape,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038269/-117.3551325,-117.3551325,34.0038269,Site 7B,wincowger,23/03/2020 09:50:09 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003691329.jpg,5450454,metal,metal,bottle tab,pulltabs:beverages,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038358/-117.3553291,-117.3553291,34.0038358,Site 7B,wincowger,23/03/2020 09:50:21 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003701622.jpg,5450455,metal,metal,nut,"bolts,nails,andscrews",,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038823/-117.3553164,-117.3553164,34.0038823,Site 7B,wincowger,23/03/2020 09:50:31 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003711533.jpg,5450456,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037819/-117.3552385,-117.3552385,34.0037819,Site 7B,wincowger,23/03/2020 09:50:57 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003741145.jpg,5450460,plastic,plastic,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037747/-117.3551311,-117.3551311,34.0037747,Site 7B,wincowger,23/03/2020 09:51:05 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003749824.jpg,5450461,plastic,plastic,bottle,bottles&jars,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037747/-117.3551311,-117.3551311,34.0037747,Site 7B,wincowger,23/03/2020 09:51:05 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003749824.jpg,5450461,metal,metal,lid,lids,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037747/-117.3551311,-117.3551311,34.0037747,Site 7B,wincowger,23/03/2020 09:51:23 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003755766.jpg,5450462,metal,metal,beverage can,beveragecan,truly,Truly Hard Seltzer,1938,Boston Beer Company,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038242/-117.3552935,-117.3552935,34.0038242,Site 7B,wincowger,23/03/2020 09:51:30 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003765074.jpg,5450463,plastic,plastic,wrapper,wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037715/-117.3551936,-117.3551936,34.0037715,Site 7B,wincowger,23/03/2020 09:51:41 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003772672.jpg,5450464,paper,paper,napkin,napkins,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0037669/-117.3551919,-117.3551919,34.0037669,Site 7B,wincowger,23/03/2020 09:51:54 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003781031.jpg,5450465,plastic,plastic,tobacco packaging,tobaccopackaging&wrappers,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003862/-117.3552434,-117.3552434,34.003862,Site 7B,wincowger,23/03/2020 09:52:15 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003788680.jpg,5450466,metal,metal,fork,utensil,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038632/-117.3552548,-117.3552548,34.0038632,Site 7B,wincowger,23/03/2020 09:52:20 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003797203.jpg,5450467,plastic,plastic,lid,lids,solo,Solo,1374,Solo Cup Co.,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038549/-117.3552087,-117.3552087,34.0038549,Site 7B,wincowger,23/03/2020 09:52:30 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003802338.jpg,5450468,metal,metal,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038357/-117.3552029,-117.3552029,34.0038357,Site 7B,wincowger,23/03/2020 09:52:50 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003811093.jpg,5450469,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003809/-117.3551807,-117.3551807,34.003809,Site 7B,wincowger,23/03/2020 09:53:09 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003819060.jpg,5450470,plastic,plastic,bottle,bottles&jars,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038429/-117.355215,-117.355215,34.0038429,Site 7B,wincowger,23/03/2020 09:53:29 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003827160.jpg,5450471,plastic,plastic,cigarette filter,cigarettefilters,marlboro,Marlboro,1150,Philip Morris,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039162/-117.3551873,-117.3551873,34.0039162,Site 7B,wincowger,23/03/2020 09:53:59 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003835172.jpg,5450472,paper,paper,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003927/-117.3551977,-117.3551977,34.003927,Site 7B,wincowger,23/03/2020 09:54:13 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003840916.jpg,5450473,plastic,plastic,straw,straws,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.003927/-117.3551977,-117.3551977,34.003927,Site 7B,wincowger,23/03/2020 09:54:25 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003846823.jpg,5450474,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0038756/-117.3551145,-117.3551145,34.0038756,Site 7B,wincowger,23/03/2020 09:54:35 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003855264.jpg,5450475,unknown,other,,other,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039226/-117.3551471,-117.3551471,34.0039226,Site 7B,wincowger,23/03/2020 09:55:05 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003863298.jpg,5450476,plastic,plastic,tape,tape,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039096/-117.3548189,-117.3548189,34.0039096,Site 7B,wincowger,23/03/2020 09:55:21 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003868708.jpg,5450477,plastic,plastic,spoon,utensil,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
,34.0039096/-117.3548189,-117.3548189,34.0039096,Site 7B,wincowger,23/03/2020 09:55:31 GMT,3/23/2020,https://litterati3-demo-api-images.s3-us-west-1.amazonaws.com/2020/03/23/150331-1585003876375.jpg,5450478,plastic,plastic,spoon,utensil,,,,other,2580.624,138.3,9.5,Residential,2,Yes,423,78166,57475,85-90,2nd and 4th Friday AM,10008105,6065042300
